"customerID","gender","contract","payment_method","monthly_charges","total_charges","tenure_months","churn_label","churn_value"
"4229-CZMLL","Male","Month-to-month","Electronic check","74.9","469.8","6","Yes","1"
"3663-MITLP","Female","Month-to-month","Electronic check","101.25","1457.25","15","Yes","1"
"9025-ZRPVR","Male","Month-to-month","Mailed check","18.95","185.6","9","Yes","1"
"3285-UCQVC","Female","Month-to-month","Credit card (automatic)","28.6","973.55","37","Yes","1"
"5482-PLVPE","Female","Month-to-month","Electronic check","24.35","41.85","2","Yes","1"
"4902-OHLSK","Female","Month-to-month","Electronic check","98.65","2862.75","29","Yes","1"
"0495-ZBNGW","Male","Month-to-month","Bank transfer (automatic)","79.9","343.95","5","Yes","1"
"2357-COQEK","Female","Month-to-month","Electronic check","103.3","2890.65","28","Yes","1"
"3737-GCSPV","Female","Month-to-month","Credit card (automatic)","96.2","1222.05","11","Yes","1"
"4088-YLDSU","Male","One year","Electronic check","104.15","5743.05","55","Yes","1"
"2034-CGRHZ","Male","Month-to-month","Credit card (automatic)","102.95","2496.7","24","Yes","1"
"5797-APWZC","Female","Month-to-month","Electronic check","90.6","90.6","1","Yes","1"
"3683-QKIUE","Female","Month-to-month","Bank transfer (automatic)","50.8","288.05","6","Yes","1"
"4228-ZGYUW","Male","Month-to-month","Electronic check","90.05","368.1","4","Yes","1"
"3519-ZKXGG","Female","Month-to-month","Electronic check","75.85","256.6","3","Yes","1"
"6416-TVAIH","Male","Month-to-month","Electronic check","68.5","68.5","1","Yes","1"
"5108-ADXWO","Male","Month-to-month","Electronic check","73.5","791.75","11","Yes","1"
"3066-RRJIO","Female","Month-to-month","Mailed check","69.95","69.95","1","Yes","1"
"6715-OFDBP","Male","Month-to-month","Electronic check","70.05","346.4","5","Yes","1"
"1567-DSCIC","Male","Month-to-month","Electronic check","94","773.65","8","Yes","1"
"2150-UWTFY","Female","Month-to-month","Mailed check","61.15","1422.05","22","Yes","1"
"2683-BPJSO","Male","Month-to-month","Electronic check","84.45","2467.1","29","Yes","1"
"2157-MXBJS","Male","One year","Mailed check","75.3","989.45","13","Yes","1"
"9360-AHGNL","Female","One year","Mailed check","109.55","4830.25","43","Yes","1"
"1087-UDSIH","Female","Month-to-month","Mailed check","19.6","59.75","3","Yes","1"
"5485-WUYWF","Male","Month-to-month","Bank transfer (automatic)","66.4","94.55","2","Yes","1"
"2632-UCGVD","Male","Month-to-month","Credit card (automatic)","100.05","6871.9","66","Yes","1"
"5445-PZWGX","Male","One year","Electronic check","102","6529.25","62","Yes","1"
"9170-CCKOU","Male","Month-to-month","Credit card (automatic)","90.2","1454.15","17","Yes","1"
"1043-YCUTE","Male","Two year","Credit card (automatic)","25.15","1327.15","56","Yes","1"
"3814-MLAXC","Female","Month-to-month","Credit card (automatic)","79.85","2404.15","31","Yes","1"
"1226-UDFZR","Female","Month-to-month","Mailed check","49.6","114.7","2","Yes","1"
"6425-YQLLO","Female","One year","Credit card (automatic)","105.95","6975.25","66","Yes","1"
"5442-UTCVD","Male","Month-to-month","Electronic check","91.85","257.05","3","Yes","1"
"7734-DBOAI","Female","Month-to-month","Electronic check","40.1","40.1","1","Yes","1"
"2091-RFFBA","Female","Month-to-month","Electronic check","73.9","2217.15","31","Yes","1"
"2114-MGINA","Female","Month-to-month","Mailed check","89.8","1129.1","14","Yes","1"
"4489-SNOJF","Female","Month-to-month","Electronic check","72.25","2568.55","35","Yes","1"
"6899-PPEEA","Female","Month-to-month","Electronic check","96.55","3580.3","37","Yes","1"
"2187-LZGPL","Female","Month-to-month","Credit card (automatic)","40.1","293.3","7","Yes","1"
"4597-NUCQV","Male","Month-to-month","Electronic check","101.25","2440.15","24","Yes","1"
"9019-QVLZD","Female","Month-to-month","Electronic check","79.55","79.55","1","Yes","1"
"3707-LRWZD","Female","One year","Electronic check","84.05","2781.85","32","Yes","1"
"1455-ESIQH","Male","Month-to-month","Electronic check","89.1","89.1","1","Yes","1"
"2979-SXESE","Female","Month-to-month","Electronic check","94.4","1607.2","17","Yes","1"
"4013-TLDHQ","Male","Month-to-month","Electronic check","78.25","1490.95","19","Yes","1"
"3754-DXMRT","Male","Month-to-month","Electronic check","44.15","92.65","2","Yes","1"
"7130-VTEWQ","Female","Month-to-month","Electronic check","75.75","606.25","8","Yes","1"
"6121-VZNQB","Female","Month-to-month","Mailed check","19.1","19.1","1","Yes","1"
"7903-CMPEY","Male","Month-to-month","Electronic check","80.3","80.3","1","Yes","1"
"6996-KNSML","Female","Month-to-month","Electronic check","74.9","74.9","1","Yes","1"
"1704-NRWYE","Female","Month-to-month","Electronic check","80.85","751.65","9","Yes","1"
"2592-SEIFQ","Male","Month-to-month","Electronic check","24.75","66.95","3","Yes","1"
"7481-ATQQS","Female","Month-to-month","Credit card (automatic)","90.85","4515.85","49","Yes","1"
"8642-GVWRF","Female","Month-to-month","Bank transfer (automatic)","79.7","165","2","Yes","1"
"3400-ESFUW","Male","Two year","Bank transfer (automatic)","57.55","3046.4","55","Yes","1"
"2057-ZBLPD","Female","Month-to-month","Electronic check","86.5","1808.7","21","Yes","1"
"5502-RLUYV","Female","Month-to-month","Electronic check","103.95","7446.9","69","Yes","1"
"0023-HGHWL","Male","Month-to-month","Electronic check","25.1","25.1","1","Yes","1"
"9039-RBEEE","Male","Month-to-month","Credit card (automatic)","48.95","1880.85","39","Yes","1"
"8417-FMLZI","Male","Month-to-month","Credit card (automatic)","83.55","477.55","6","Yes","1"
"1792-UXAFY","Female","Month-to-month","Electronic check","89.15","1496.9","17","Yes","1"
"0515-YPMCW","Male","Month-to-month","Mailed check","70.45","70.45","1","Yes","1"
"0378-XSZPU","Male","One year","Credit card (automatic)","60.3","3563.8","58","Yes","1"
"4729-XKASR","Male","Month-to-month","Electronic check","24.75","24.75","1","Yes","1"
"5449-FIBXJ","Male","Month-to-month","Electronic check","103.3","2012.7","19","Yes","1"
"9837-BMCLM","Male","Month-to-month","Electronic check","78.5","242.05","3","Yes","1"
"0137-UDEUO","Female","Month-to-month","Mailed check","19.85","63.75","3","Yes","1"
"6161-UUUTA","Male","Month-to-month","Electronic check","79.9","260.9","3","Yes","1"
"6543-XRMYR","Female","Month-to-month","Electronic check","99.7","2967.35","30","Yes","1"
"4925-LMHOK","Male","Month-to-month","Credit card (automatic)","58.6","939.7","15","Yes","1"
"1455-UGQVH","Male","Month-to-month","Electronic check","98.5","1037.75","10","Yes","1"
"8280-MQRQN","Female","Month-to-month","Mailed check","50.45","50.45","1","Yes","1"
"2037-SGXHH","Male","Month-to-month","Electronic check","94.65","3624.3","38","Yes","1"
"3178-FESZO","Female","Month-to-month","Credit card (automatic)","100.25","100.25","1","Yes","1"
"6087-MVHJH","Female","Month-to-month","Electronic check","88.45","1422.1","16","Yes","1"
"4603-JANFB","Male","Month-to-month","Electronic check","69.85","69.85","1","Yes","1"
"3018-TFTSU","Male","Month-to-month","Bank transfer (automatic)","81.7","858.6","12","Yes","1"
"4806-KEXQR","Male","Month-to-month","Electronic check","79.9","324.3","4","Yes","1"
"7083-YNSKY","Female","Month-to-month","Credit card (automatic)","25.4","399.6","15","Yes","1"
"2479-BRAMR","Male","Month-to-month","Bank transfer (automatic)","83.75","3273.55","41","Yes","1"
"7434-SHXLS","Female","Month-to-month","Mailed check","20.9","20.9","1","Yes","1"
"7908-QCBCA","Female","Month-to-month","Mailed check","69.4","69.4","1","Yes","1"
"6711-FLDFB","Female","Month-to-month","Electronic check","74.9","541.15","7","Yes","1"
"3714-JTVOV","Female","Month-to-month","Credit card (automatic)","74.15","3229.4","42","Yes","1"
"4702-IOQDC","Female","Month-to-month","Electronic check","70.1","70.1","1","Yes","1"
"6178-KFNHS","Female","Month-to-month","Electronic check","78.3","909.25","12","Yes","1"
"1264-BYWMS","Male","Month-to-month","Electronic check","96.8","5283.95","55","Yes","1"
"9658-WYUFB","Female","Month-to-month","Electronic check","94.4","1617.5","17","Yes","1"
"2013-SGDXK","Female","Month-to-month","Electronic check","84.3","84.3","1","Yes","1"
"8580-QVLOC","Female","Two year","Credit card (automatic)","92.45","6440.25","72","Yes","1"
"2012-NWRPA","Female","Month-to-month","Electronic check","99.55","1131.2","11","Yes","1"
"8808-ELEHO","Male","Month-to-month","Electronic check","81.25","585.95","8","Yes","1"
"3506-LCJDC","Male","Month-to-month","Bank transfer (automatic)","19.95","19.95","1","Yes","1"
"3934-HXCFZ","Male","Month-to-month","Electronic check","99.25","2186.4","23","Yes","1"
"7666-WKRON","Female","Two year","Electronic check","80.45","3201.55","39","Yes","1"
"4910-AQFFX","Male","Month-to-month","Bank transfer (automatic)","79.35","661.25","9","Yes","1"
"2154-KVJFF","Female","Month-to-month","Electronic check","79.75","1111.85","15","Yes","1"
"9647-ERGBE","Female","Month-to-month","Electronic check","100.05","3046.15","30","Yes","1"
"3428-XZMAZ","Male","Month-to-month","Electronic check","69.35","69.35","1","Yes","1"
"0378-TOVMS","Female","Month-to-month","Electronic check","85.8","272.2","3","Yes","1"
"4355-HBJHH","Male","Two year","Electronic check","79.7","5293.4","67","Yes","1"
"9058-CBREO","Female","Month-to-month","Mailed check","50.55","50.55","1","Yes","1"
"0318-QUUOB","Male","Month-to-month","Electronic check","80.55","80.55","1","Yes","1"
"5520-FVEWJ","Female","Month-to-month","Electronic check","84.5","916.9","12","Yes","1"
"5572-ZDXHY","Female","Month-to-month","Mailed check","84.3","1855.65","22","Yes","1"
"3750-CKVKH","Male","Month-to-month","Electronic check","67.75","116.65","2","Yes","1"
"8063-GBATB","Female","Month-to-month","Electronic check","85.25","2287.25","27","Yes","1"
"4547-KQRTM","Female","Month-to-month","Bank transfer (automatic)","80.05","830.7","10","Yes","1"
"4877-EVATK","Male","Month-to-month","Mailed check","20","20","1","Yes","1"
"7639-SUPCW","Female","Month-to-month","Credit card (automatic)","48.8","1054.6","22","Yes","1"
"1069-XAIEM","Female","Month-to-month","Electronic check","85.05","85.05","1","Yes","1"
"4658-HCOHW","Female","Month-to-month","Electronic check","102.8","2110.15","21","Yes","1"
"3440-JPSCL","Female","Month-to-month","Mailed check","99.95","547.65","6","Yes","1"
"2889-FPWRM","Male","One year","Bank transfer (automatic)","117.8","8684.8","72","Yes","1"
"6987-XQSJT","Female","Month-to-month","Electronic check","79.5","4370.25","54","Yes","1"
"4290-BSXUX","Male","Month-to-month","Bank transfer (automatic)","79.65","251.75","3","Yes","1"
"0325-XBFAC","Male","Month-to-month","Electronic check","94.7","740.3","8","Yes","1"
"2462-XIIJB","Male","Month-to-month","Electronic check","92.5","452.7","5","Yes","1"
"4760-XOHVN","Female","Month-to-month","Mailed check","19.45","19.45","1","Yes","1"
"7817-BOQPW","Female","Month-to-month","Electronic check","75.55","166.3","2","Yes","1"
"1853-UDXBW","Male","Month-to-month","Electronic check","70","70","1","Yes","1"
"5458-CQJTA","Male","Two year","Bank transfer (automatic)","74.8","4820.15","65","Yes","1"
"5219-YIPTK","Female","Month-to-month","Electronic check","104.4","3409.6","33","Yes","1"
"3540-RZJYU","Female","Month-to-month","Electronic check","86.2","1270.2","15","Yes","1"
"2091-MJTFX","Female","Month-to-month","Credit card (automatic)","51.2","1561.5","30","Yes","1"
"0883-EIBTI","Female","Month-to-month","Mailed check","19.5","31.55","2","Yes","1"
"0722-TROQR","Female","Month-to-month","Electronic check","74.9","321.75","4","Yes","1"
"7571-YXDAD","Female","Month-to-month","Credit card (automatic)","74.9","147.15","2","Yes","1"
"3393-FMZPV","Female","Month-to-month","Electronic check","100.25","2387.75","25","Yes","1"
"6402-ZFPPI","Female","Month-to-month","Mailed check","102.8","2660.2","25","Yes","1"
"7486-KSRVI","Male","One year","Electronic check","100","4211.55","43","Yes","1"
"8443-WVPSS","Male","Month-to-month","Electronic check","99.85","990.9","10","Yes","1"
"3006-XIMLN","Female","Month-to-month","Bank transfer (automatic)","94.2","193.8","2","Yes","1"
"9965-YOKZB","Male","Month-to-month","Electronic check","83.85","790.15","9","Yes","1"
"0504-HHAPI","Female","Month-to-month","Credit card (automatic)","88.3","2467.75","27","Yes","1"
"6305-YLBMM","Male","One year","Bank transfer (automatic)","104.05","7262","69","Yes","1"
"3647-GMGDH","Male","Month-to-month","Credit card (automatic)","94.7","1914.9","22","Yes","1"
"3791-LGQCY","Female","Month-to-month","Bank transfer (automatic)","100.65","5688.05","56","Yes","1"
"8166-ZZTFS","Female","Two year","Bank transfer (automatic)","80.55","5265.1","66","Yes","1"
"2956-GGUCQ","Male","Month-to-month","Electronic check","78.85","1772.25","24","Yes","1"
"6595-COKXZ","Female","Month-to-month","Mailed check","44.45","44.45","1","Yes","1"
"0362-ZBZWJ","Male","Month-to-month","Electronic check","84.9","3067.2","36","Yes","1"
"4211-MMAZN","Male","Month-to-month","Mailed check","20.25","20.25","1","Yes","1"
"4274-OWWYO","Male","Month-to-month","Electronic check","74.35","74.35","1","Yes","1"
"1541-ETJZO","Male","Month-to-month","Mailed check","62.05","62.05","1","Yes","1"
"4106-HADHQ","Male","One year","Credit card (automatic)","80","3182.95","39","Yes","1"
"2369-UAPKZ","Male","Month-to-month","Mailed check","104.1","541.9","5","Yes","1"
"2778-OCLGR","Male","Month-to-month","Bank transfer (automatic)","39.1","971.3","24","Yes","1"
"0637-KVDLV","Male","Month-to-month","Electronic check","76.5","162.45","2","Yes","1"
"6633-MPWBS","Male","Month-to-month","Electronic check","49.2","216.9","5","Yes","1"
"8785-EPNCG","Male","Month-to-month","Credit card (automatic)","23.15","245.2","11","Yes","1"
"5729-KLZAR","Female","Month-to-month","Electronic check","80.85","302.75","4","Yes","1"
"1582-RAFML","Male","Month-to-month","Mailed check","60.1","60.1","1","Yes","1"
"8740-CRYFY","Male","Month-to-month","Electronic check","78.95","78.95","1","Yes","1"
"2962-XPMCQ","Male","Month-to-month","Electronic check","45.15","98.5","2","Yes","1"
"1678-FYZOW","Female","Month-to-month","Electronic check","79.4","244.65","3","Yes","1"
"8627-EHGIP","Male","One year","Mailed check","53.95","2375.4","44","Yes","1"
"5480-TBGPH","Female","Month-to-month","Credit card (automatic)","99.3","2431.35","24","Yes","1"
"8854-CCVSQ","Male","Month-to-month","Electronic check","80.65","1451.9","18","Yes","1"
"0511-JTEOY","Female","Month-to-month","Mailed check","71.1","71.1","1","Yes","1"
"7067-KSAZT","Female","One year","Electronic check","106.25","6979.8","65","Yes","1"
"6532-YLWSI","Female","One year","Bank transfer (automatic)","20.8","1021.8","53","Yes","1"
"9300-AGZNL","Male","Month-to-month","Electronic check","94","94","1","Yes","1"
"1112-CUNAO","Female","Month-to-month","Electronic check","89.85","1424.95","15","Yes","1"
"5175-AOBHI","Female","Month-to-month","Mailed check","46","193.6","4","Yes","1"
"5174-RNGBH","Female","Month-to-month","Mailed check","66.25","620.55","9","Yes","1"
"7270-BDIOA","Female","Month-to-month","Electronic check","90","1993.8","22","Yes","1"
"9565-JSNFM","Male","One year","Bank transfer (automatic)","70.45","2597.6","38","Yes","1"
"0607-DAAHE","Male","Two year","Bank transfer (automatic)","19.75","1052.35","53","Yes","1"
"9732-KPKBW","Male","Month-to-month","Electronic check","53.95","53.95","1","Yes","1"
"3389-YGYAI","Female","Month-to-month","Electronic check","105.5","829.55","8","Yes","1"
"9560-ARGQJ","Female","Month-to-month","Electronic check","81","1312.15","16","Yes","1"
"5134-IKDAY","Female","Month-to-month","Electronic check","69.8","69.8","1","Yes","1"
"3070-DVEYC","Male","Month-to-month","Mailed check","73.75","545.15","7","Yes","1"
"5707-ORNDZ","Male","Month-to-month","Electronic check","54.55","494.05","9","Yes","1"
"8696-JKZNU","Female","Month-to-month","Electronic check","76.25","2841.55","37","Yes","1"
"5380-AFSSK","Female","Month-to-month","Mailed check","93.9","486.85","5","Yes","1"
"2055-PDADH","Female","Month-to-month","Electronic check","70.4","204.7","3","Yes","1"
"8714-EUHJO","Female","Month-to-month","Electronic check","91.15","2995.45","31","Yes","1"
"3721-CNEYS","Female","Month-to-month","Electronic check","70.95","137.95","2","Yes","1"
"2568-OIADY","Female","Month-to-month","Electronic check","99.5","3762","37","Yes","1"
"1193-RTSLK","Female","Month-to-month","Credit card (automatic)","83.9","3233.6","38","Yes","1"
"2302-ANTDP","Female","Month-to-month","Electronic check","117.45","5438.9","48","Yes","1"
"5923-GXUOC","Male","Month-to-month","Electronic check","104.4","1081.45","10","Yes","1"
"5233-GEEAX","Male","Month-to-month","Electronic check","29.4","221.9","8","Yes","1"
"4432-ADRLB","Male","Month-to-month","Mailed check","44.65","74.9","2","Yes","1"
"8993-PHFWD","Female","Month-to-month","Electronic check","25.25","58.9","3","Yes","1"
"1565-RHDJD","Female","Month-to-month","Bank transfer (automatic)","84.05","333.55","4","Yes","1"
"7137-RYLPP","Male","Month-to-month","Electronic check","85.7","3171.15","37","Yes","1"
"3765-JXVKY","Female","Month-to-month","Electronic check","74.7","74.7","1","Yes","1"
"7330-WZLNC","Female","Month-to-month","Electronic check","90.8","455.5","5","Yes","1"
"3957-LXOLK","Female","Month-to-month","Electronic check","106.15","3152.5","28","Yes","1"
"6635-MYYYZ","Female","One year","Bank transfer (automatic)","85.35","2530.4","30","Yes","1"
"5281-BUZGT","Male","Month-to-month","Electronic check","90.85","3186.7","36","Yes","1"
"5378-IKEEG","Female","Month-to-month","Electronic check","35.75","35.75","1","Yes","1"
"2718-GAXQD","Female","Month-to-month","Electronic check","46","181.6","4","Yes","1"
"6413-XKKPU","Male","Month-to-month","Electronic check","89.4","1539.45","17","Yes","1"
"1449-XQEMT","Male","Month-to-month","Mailed check","19.8","58.15","3","Yes","1"
"2626-URJFX","Male","Month-to-month","Electronic check","50.9","225.6","4","Yes","1"
"2612-RRIDN","Male","Month-to-month","Electronic check","81","340.85","4","Yes","1"
"4735-ASGMA","Male","Month-to-month","Electronic check","98.35","2515.3","26","Yes","1"
"3669-LVWZB","Male","Month-to-month","Mailed check","51","305.95","5","Yes","1"
"6892-EZDTG","Female","Month-to-month","Electronic check","91.65","365.4","4","Yes","1"
"9725-SCPZG","Male","Month-to-month","Electronic check","90.85","90.85","1","Yes","1"
"5884-GCYMI","Male","Month-to-month","Mailed check","69.4","69.4","1","Yes","1"
"3217-FZDMN","Female","Month-to-month","Credit card (automatic)","94.45","742.95","8","Yes","1"
"7853-GVUDZ","Female","Month-to-month","Credit card (automatic)","20.15","20.15","1","Yes","1"
"7480-QNVZJ","Male","Month-to-month","Electronic check","95.7","4816.7","50","Yes","1"
"3943-KDREE","Female","Month-to-month","Bank transfer (automatic)","74.95","1834.95","26","Yes","1"
"9239-ZBZZV","Female","Month-to-month","Electronic check","47.95","305.1","6","Yes","1"
"4398-HSCJH","Female","Month-to-month","Electronic check","63.6","155.65","3","Yes","1"
"4430-UZIPO","Male","Month-to-month","Mailed check","36.85","108.7","3","Yes","1"
"4855-SNKMY","Female","Month-to-month","Electronic check","44.1","44.1","1","Yes","1"
"8008-HAWED","Male","Month-to-month","Electronic check","50.75","712.75","14","Yes","1"
"7124-UGSUR","Female","One year","Credit card (automatic)","104.4","6405","61","Yes","1"
"1862-SKORY","Female","Month-to-month","Electronic check","39.3","1637.4","40","Yes","1"
"1502-XFCVR","Female","One year","Electronic check","106.45","6145.85","58","Yes","1"
"9692-TUSXH","Female","Month-to-month","Electronic check","96.05","1740.7","18","Yes","1"
"7912-SYRQT","Female","Month-to-month","Bank transfer (automatic)","75.1","552.95","7","Yes","1"
"4816-JBHOV","Male","Month-to-month","Electronic check","44.7","93.7","2","Yes","1"
"8292-TYSPY","Male","Month-to-month","Credit card (automatic)","55","1046.5","19","Yes","1"
"1867-BDVFH","Male","Month-to-month","Electronic check","74.35","834.2","11","Yes","1"
"2359-QWQUL","Female","One year","Credit card (automatic)","104.7","4134.85","39","Yes","1"
"9103-TCIHJ","Female","Month-to-month","Mailed check","55.7","899.8","15","Yes","1"
"4140-WJAWW","Female","Month-to-month","Credit card (automatic)","19.85","108.05","5","Yes","1"
"6653-CBBOM","Female","Month-to-month","Electronic check","70.3","70.3","1","Yes","1"
"3247-ZVOUO","Male","Month-to-month","Electronic check","85.55","851.75","10","Yes","1"
"6101-IMRMM","Male","Month-to-month","Mailed check","94.5","575.45","6","Yes","1"
"1268-ASBGA","Female","Month-to-month","Credit card (automatic)","85.35","1375.15","16","Yes","1"
"8943-URTMR","Female","Month-to-month","Mailed check","79.65","152.7","2","Yes","1"
"4713-LZDRV","Female","Month-to-month","Electronic check","79.6","195.05","2","Yes","1"
"4325-NFSKC","Male","Month-to-month","Electronic check","90.6","1660","19","Yes","1"
"2955-PSXOE","Female","Month-to-month","Bank transfer (automatic)","20.2","20.2","1","Yes","1"
"7762-URZQH","Male","Two year","Credit card (automatic)","106.05","6981.35","66","Yes","1"
"6907-NZZIJ","Female","Month-to-month","Electronic check","99.15","3615.6","36","Yes","1"
"2911-UREFD","Female","Month-to-month","Electronic check","55.9","2184.35","39","Yes","1"
"3744-ZRRDZ","Male","Month-to-month","Electronic check","82.35","1852.85","21","Yes","1"
"5673-TIYIB","Male","Month-to-month","Credit card (automatic)","40.4","77.15","2","Yes","1"
"1602-IJQQE","Female","Month-to-month","Electronic check","75.35","338.1","4","Yes","1"
"4628-WQCQQ","Male","One year","Electronic check","85.15","3030.6","35","Yes","1"
"1644-IRKSF","Female","One year","Electronic check","93.8","3124.5","33","Yes","1"
"3705-PSNGL","Male","One year","Electronic check","20.4","930.45","45","Yes","1"
"6502-HCJTI","Male","Month-to-month","Credit card (automatic)","94.7","673.1","7","Yes","1"
"2606-RMDHZ","Male","Month-to-month","Credit card (automatic)","30.5","208.7","6","Yes","1"
"8258-GSTJK","Male","Month-to-month","Electronic check","77","237.75","3","Yes","1"
"6861-OKBCE","Female","Month-to-month","Credit card (automatic)","20.1","221.35","11","Yes","1"
"9940-RHLFB","Female","Month-to-month","Electronic check","75.3","75.3","1","Yes","1"
"2995-UPRYS","Female","One year","Credit card (automatic)","99.2","4062.2","40","Yes","1"
"6686-YPGHK","Male","Month-to-month","Mailed check","85.5","4042.3","47","Yes","1"
"1383-EZRWL","Female","Month-to-month","Mailed check","20.05","164.85","7","Yes","1"
"4759-TRPLW","Male","Month-to-month","Electronic check","70.4","70.4","1","Yes","1"
"8563-IIOXK","Male","One year","Electronic check","49.75","331.3","7","Yes","1"
"8020-BWHYL","Female","Month-to-month","Credit card (automatic)","75.3","1147.45","15","Yes","1"
"2982-VPSGI","Female","Month-to-month","Electronic check","94","1078.9","11","Yes","1"
"8199-ZLLSA","Male","One year","Bank transfer (automatic)","118.35","7804.15","67","Yes","1"
"4625-EWPTF","Male","Month-to-month","Electronic check","30.45","226.45","8","Yes","1"
"5980-NOPLP","Female","Month-to-month","Electronic check","96.1","4364.1","44","Yes","1"
"6892-XPFPU","Male","Month-to-month","Electronic check","104.25","2433.9","24","Yes","1"
"8010-EZLOU","Male","Month-to-month","Electronic check","80.2","1217.25","15","Yes","1"
"9874-QLCLH","Female","Month-to-month","Electronic check","104.2","1743.5","17","Yes","1"
"8062-YBDOE","Male","Month-to-month","Electronic check","69.65","69.65","1","Yes","1"
"6000-APYLU","Male","Month-to-month","Electronic check","80.8","713.1","9","Yes","1"
"0947-IDHRQ","Female","Month-to-month","Mailed check","80.3","526.7","7","Yes","1"
"3672-YITQD","Male","Month-to-month","Electronic check","84.1","3021.6","36","Yes","1"
"9048-JVYVF","Male","Month-to-month","Electronic check","69.35","191.35","3","Yes","1"
"8988-ECPJR","Female","Month-to-month","Mailed check","79.6","2718.3","34","Yes","1"
"3776-EKTKM","Female","Month-to-month","Electronic check","36.45","36.45","1","Yes","1"
"1902-XBTFB","Male","Month-to-month","Electronic check","89.4","2001.5","22","Yes","1"
"0643-OKLRP","Female","Month-to-month","Electronic check","80.35","3825.85","47","Yes","1"
"9381-NDKME","Female","Month-to-month","Credit card (automatic)","40.65","933.3","24","Yes","1"
"2794-XIMMO","Male","One year","Electronic check","60.45","3184.25","53","Yes","1"
"8382-SHQEH","Female","Month-to-month","Electronic check","84.9","764.95","8","Yes","1"
"2983-ZANRP","Female","Month-to-month","Bank transfer (automatic)","73.55","145.4","2","Yes","1"
"7845-URHJN","Female","Month-to-month","Bank transfer (automatic)","20.15","156.25","8","Yes","1"
"3034-ZBEQN","Female","One year","Mailed check","34.7","1604.5","48","Yes","1"
"8327-LZKAS","Female","One year","Electronic check","107.55","4533.9","43","Yes","1"
"1075-BGWOH","Male","Month-to-month","Electronic check","98.75","1587.55","16","Yes","1"
"0302-JOIVN","Female","Month-to-month","Electronic check","101.15","842.9","8","Yes","1"
"5366-IJEQJ","Male","Month-to-month","Electronic check","88.7","1761.45","20","Yes","1"
"1981-INRFU","Female","Month-to-month","Electronic check","79.75","164.5","2","Yes","1"
"4971-PUYQO","Female","Month-to-month","Mailed check","94.55","2724.6","27","Yes","1"
"8485-GJCDN","Female","Month-to-month","Mailed check","69.05","318.5","5","Yes","1"
"1527-SXDPN","Male","Two year","Bank transfer (automatic)","96.25","4990.25","52","Yes","1"
"6029-WTIPC","Male","Month-to-month","Electronic check","101.1","3744.05","37","Yes","1"
"8634-CILSZ","Male","One year","Bank transfer (automatic)","104.7","7220.35","69","Yes","1"
"6682-QJDGB","Male","Month-to-month","Mailed check","55.25","2139.2","40","Yes","1"
"8780-IXSTS","Female","Month-to-month","Electronic check","90.1","521.3","6","Yes","1"
"9530-EHPOH","Male","Month-to-month","Electronic check","53.75","608","11","Yes","1"
"0345-HKJVM","Female","Month-to-month","Electronic check","89.3","577.6","6","Yes","1"
"3049-SOLAY","Female","Month-to-month","Electronic check","95.2","292.85","3","Yes","1"
"3317-HRTNN","Female","Month-to-month","Electronic check","45.7","198","5","Yes","1"
"3235-ETOOB","Male","Month-to-month","Electronic check","74.5","609.9","8","Yes","1"
"8058-INTPH","Female","Month-to-month","Electronic check","79.65","79.65","1","Yes","1"
"5569-OUICF","Female","Month-to-month","Credit card (automatic)","101.3","2812.2","28","Yes","1"
"8821-XNHVZ","Female","Month-to-month","Mailed check","80.05","80.05","1","Yes","1"
"2082-OJVTK","Male","Month-to-month","Electronic check","89.2","2698.35","29","Yes","1"
"5940-NFXKV","Male","Month-to-month","Electronic check","83.65","1465.75","19","Yes","1"
"8053-WWDRO","Female","Month-to-month","Bank transfer (automatic)","19.5","146.3","6","Yes","1"
"9564-KCLHR","Male","Month-to-month","Mailed check","51.25","51.25","1","Yes","1"
"2082-CEFLT","Male","Month-to-month","Electronic check","45.6","45.6","1","Yes","1"
"1213-NGCUN","Female","Month-to-month","Bank transfer (automatic)","49.65","267.35","6","Yes","1"
"5688-KZTSN","Male","Month-to-month","Electronic check","20","288.05","15","Yes","1"
"2894-QOJRX","Female","Month-to-month","Bank transfer (automatic)","34","853","25","Yes","1"
"5747-PMBSQ","Male","Month-to-month","Mailed check","92.5","934.1","10","Yes","1"
"3143-JQEGI","Female","Month-to-month","Electronic check","88.35","1222.8","13","Yes","1"
"6386-SZZKH","Female","Two year","Bank transfer (automatic)","107.95","5293.2","49","Yes","1"
"2982-IHMFT","Female","Month-to-month","Mailed check","74.45","74.45","1","Yes","1"
"3521-SYVOR","Female","Month-to-month","Electronic check","64.75","2345.2","37","Yes","1"
"9526-JAWYF","Male","Month-to-month","Electronic check","89.8","2335.3","26","Yes","1"
"5649-VUKMC","Female","One year","Mailed check","95.5","1115.15","12","Yes","1"
"5143-EGQFK","Female","Month-to-month","Electronic check","29.65","291.4","10","Yes","1"
"4919-IKATY","Male","Month-to-month","Electronic check","84.5","453.75","5","Yes","1"
"9050-QLROH","Male","Month-to-month","Credit card (automatic)","90.7","1597.25","18","Yes","1"
"6168-WFVVF","Female","Month-to-month","Electronic check","70.3","235.5","3","Yes","1"
"0877-SDMBN","Female","One year","Bank transfer (automatic)","103.95","5639.05","54","Yes","1"
"8065-YKXKD","Female","Month-to-month","Electronic check","74.75","799.65","10","Yes","1"
